Text,label
吃 这家 优惠 ,None
秋燥 吃点 梨子 别 吃 上火 东西 ,None
复兴 十号 或琴怡 酒店 地理位置 好 三丘田 下船 走 很近 ,None
好远 坐飞机 ,None
看 漫画 空岛 每星期 计算机课 漫画 哈哈哈 ,Happiness
舍不得 汪 十八岁 想 好好 陪 一辈子 ,Sorrow
没去 成 享受 温暖 阳光 ,None
快 也许 ,None
天朝 现实 握住 手里 vpn 别 抢走 就行了 ,None
终于 拍 绿色 清新 嗨 想 尝试 风格 真的 好好 热爱生活 好好 拍照 喜欢 阿绿 哼唧 见了面 拍照 ,Love
别 急眼 一句 骂人 ,Disgust
洗 先 试试 那种 控油 洗发水 头皮 清洁 （ 清洁 头皮 露得清 一款 ） ,None
喜欢 唱得 做作 死 ,Disgust
正 能量 ,None
唉 娃儿 懂事 早 ,Sorrow
宜家 冇 做野 ,None
恩 看 电视 头晕 穆雷 可敬 对手 ,Love
穿 s 拖地 好 解决 想 短 拿到 外面 裁个 ok ,None
滑 一哈 好 老 ,None
欧美 好物 很多 日系 眼影 偏 清淡 挂 欧美 比较 重口 颜色 饱和度 高 配色 大胆 ,Love
中部 地区 普通话 说 南方 口音 是因为 很 绝望 ,Sorrow
哈哈 这是 女性 需求 ,Happiness
哈哈 · · 听姐 · · 保准 不错 · · 哈哈哈 · · ,Happiness
10 核 堆核 手机 想 说 苹果 好 骗得 没用过 苹果 骗 用过 苹果 ,Disgust
别 撩起 衣服 看 一眼 算 怎么回事 一点 说服力 ,None
问题 再发 ,None
老师 说 c 语言 最 简单 语言 我怕 不想 代码 脑壳子 痛 ,Fear
装 死 盘发 怒吼 大招 ,None
感谢 开心 ,Happiness
喜欢 天然 呆萌 看 不爽 装疯卖傻 看 浑身 舒服 ,Disgust
睡眠 不好 更年期 提前 ,Sorrow
死 元宝 复活 砸 ,None
羡慕 见到 小侄女 小姑 ,Love
长 半年 露 一半 啥时候 全长 听说 好像 长 ,None
衡阳 没雪 北方 人怕 笑 死 雪 ,None
哈哈哈哈 哈哈哈 想 找 唇色 口红 哈哈哈哈 哈哈哈 ,Happiness
放 黑加仑 果酱 超 好吃 ,Love
再 几天 不急 144hz 刷新率 噱头 大过 实用 总比 强 游戏 党 东西 ,None
估计 电视剧 快 ,None
明白 总 期待 流传 结局 女子 逃脱 红颜薄命 ,Love
好多 一看 女孩 引产 发现 男孩 ,None
不用 跑 男鹿晗 很 火 ,Disgust
额 明天 努力 做作业 未知 新欢 图片 发 郁闷 ,Sorrow
明天 补考 好 累 爱 ,Sorrow
酒 好 漂亮 ,Love
额 好 生活费 账 好爽 一个月 银行 要进 两次 帐 ,None
富有 ,None
经历 轰轰烈烈 热血 积极 太 平淡 值得 提起 若有 友谊 尚可 甜美 一段 时光 ,Love
讲 逛街 ,None
学校 ,None
口语 快 亲爱 糖糖 还给 ,None
米 蛆 粗粮 值得 可怜 同情 天天 数码 媒体 胡作非为 颠倒黑白 ,Disgust
刘嘉玲 衣服 总 穿 裤子 杜鹃 很 喜欢 ,Love
停 再生 ,None
哈哈哈 哈哈哈 死 完 写 一篇 谋害 q 宠 攻略 ,Happiness
谢谢 小伙伴 给面子 哈哈 ,Happiness
设置 中 看 有没有 设置 成 蜂窝 数据 同步 ,None
哈哈 好 懂 爱 咖啡 如命 生意 做 支持 先 半斤 ,Happiness
哈哈哈 猴 信 女神 ,Happiness
哈哈 好 最近 养精蓄锐 下周 做 胃肠 镜 ,Happiness
日子 好 哦 绵阳 参加 婚礼 ,None
肚子 力气活 换猴哥 ,None
真 想 会 喜欢 ,None
丽江 耍哈嘛 ,Happiness
饺子 昨天 吃 传说 中 湾仔 码头 ,None
好滴 好 滴 到时候 再 请教 ,None
截图 举报 实名制 造谣 付 法律责任 ,Disgust
哈哈 聪明 清明 假期 上班 ,Happiness
檀香 倒 我闻 木有 选 感觉 他家 撞 香蛮 好 ,None
两只 色 五 喜欢 ,Love
嘻嘻 捂 眼睛 ,Happiness
凤姐 出名 ,None
唉 最近 发现 妈妈 玻璃心 发现 ,Sorrow
不说 活该 子女 ,Disgust
证据 办法 事实清楚 证据 充足 ,Disgust
截图 浏览器 raysource 问题 ,None
国产品牌 只配 卖 廉价 产品 ,Disgust
gun 处女座 代表 ,None
辜负 篇 论文 ,None
想 海底 捞 试试看 说 海底 捞 服务员 陪 ,None
老师 侦查 中 结论 ,Sorrow
想 骂 骂 倒 贱 找 骂 ,Disgust
说 美丽 ,Love
咋们 回 学校 喝 胡萝卜汁 哈 ,Happiness
生活 少 妈 少 好多 乐趣 ,None
我能 说 活在 纯真 年代 吃饱 穿 暖 电视 看 无产阶级 生活 哈哈 ,Happiness
买 一支 滴 鼻子 好 ,None
玩 手机 充电 三十分钟 电量 不见 涨 费力 讨好 ,Disgust
不怕 亲爱 老公 honey 看 电影 ,None
说 粉 扑 很 脸上 哈哈哈哈 车 提 没用 ,Happiness
见到 底线 黑 恶心 ,Disgust
学校 老 黄瓜 刷绿漆 哈哈 ,Happiness
问 这是 评价 豆瓣 b 站 想 看 ,None
关心 ,Sorrow
说 找个 ,Disgust
凶 凶 茶 遮帝 遮 ,Disgust
幻想 妈妈 绝对 ,None
来秀 恩爱 近视 百度 看清楚 ,None
导演 几年 票房 ,None
想 视频 ,None
! ! ! 最 喜欢 吃饭 散步 地方 ! ! ! 好 想念 ! ! ! 算是 川美 熟人 哈哈哈哈 ,Happiness
喜欢 只会 你好 ,Love
全是 吃 全是 ,None
打算 晚点 结婚 红包 会 多一些 ,None
长汀 好多 徽式 建筑 ,None
十秒 另个 世界 世界 恭喜 ,Disgust
三星 工艺 感觉 偷工减料 好 廉价 ,Disgust
特别 肿 疼 厉害 张不开 嘴 ,Sorrow
学姐 调皮 唉 ,None
爷爷 最早 喜欢 乔丹 ,Love
哇塞 忘记 ,Sorrow
找 一件 目标 短期 目标 行 前提 关心 感兴趣 时间 吵 ,None
游过 - ,Happiness
哈哈哈 tmd 几个 字 好 嗨 ,Happiness
敏感 时常 爆痘 缺 一支 长久 稳定 肌肤 状态 精华 功效 太 单一 叠好 多支 好 费钱 ,Sorrow
创意 下次 拍 ,Love
听 教练 蛋蛋 不吃 蛋白粉 肌肉 长 深 蹲练 臀 卧 推练 胸 ,None
" 神速 喔 唔 系 幻想 , 系有 真实 感动  ",Love
一把 半个 小时 游戏 压制 个线 刺客 经济 大头 神装 猴子 鬼能 压制 ,Disgust
哈哈哈 笑 死 电视 哦 ,Happiness
升天 ,Love
好 好 何老斯表 嫌弃 哦 ,None
确实 抽 厉害 抽 小鹿 咸鱼 好 点儿 酒 吞 灯姐 ,Sorrow
为勒 感到 内疚 ,None
正牌 男友 浮出 水面 默默 点赞 ,Love
幸福 关系 ,None
有时候 锻炼 自我 清洗 能力 需要 帮忙 每次 帮忙 ,None
滴滴 不顾 车主 利益 倒闭 迟早 ,Disgust
阔 想想 ,None
在校生 请 做梦 ,None
下巴 水面 高度 换气 手臂 夹水 肩背 借力 抬 头 顺势 抬起 关键 夹水 动作 ,None
真的 帅 妹子 开 有范 ,Love
喜欢 水母 ,Love
好好 好 说 爱 囧 男神 爱二丫 ,Love
会 做菜 饭店 做 菜 应该 手艺 不错 厉害 ,Love
懂事 却 男朋友 ,None
无痕 开团 队友 没人开 无痕 队友 跟上 教练 阵容 迷 仙阁 真的 ,Disgust
机会 尝 ,None
二本 重点 ,Disgust
早 工作 一半 ,None
这是 逻辑 混乱 哈 ,None
垦丁 好玩 最 喜欢 垦丁 超美 ,Love
发现 ,None
13 班 噢 耶 ,None
打扰 耍 朋友 晒 开学 事情 ,None
所有 lv 完 好好 工作 回去 看下 换能 起飞 ,None
住 遥远 白城 （ 法学院 区 ,None
爱 动脑筋 滴 小朋友 抽空 琢磨 下午 打扮起来 平安夜 疯要 乐 ,Love
～ 生日快乐 18 岁 ,Love
系福禄路 唔 洗 转车 直达 135 系好 选择 ,None
可乐 香草 味道 ,None
水泥路 建议 卡罗 拉双擎 保养 不贵 省油 混动 趋势 ,Love
快 告诉 想 ,Happiness
本宫 说 实话 艺妃 不愧 " 艺 " 宫 仔细 瞧 画儿 必有 毅力 妹妹 说 ,Love
好像 家 吃 很多 ,None
无,None
几天 心 塞塞 想到 大学 四年 单身 ,Sorrow
嫁 会 赚钱 老公 哈哈哈 ,Happiness
哈哈哈哈 想 说 厨艺 长进 ,Happiness
喜欢 thermos 合作 冬天 喝过 好久 暖暖的 ,Love
纵火罪 行为犯 故意杀人罪 惩罚 更重 懂不懂 死刑 毫无 悬念 ,Disgust
非洲 之傲 看 动物 ,None
我能 定制 反正 急 慢慢 做 ,None
完整 猫生 硬生生 说 成 完整 ,None
坐地铁 总是 路过 一段 风景 总会 有伴 感情 却 深浅 时间 长短 ,None
后期 您 问题 您 ,None
辱骂 造谣生事 辱骂 陈述 事实 辱骂 爸妈 你好 骂 想 死 骂 ,Disgust
喜欢 喝 喝 ,None
光头 强 烦恼 ,None
bigbang 我长 文字 咋搞 ,None
一下子 多年 照片 留 妈妈 一点 老 样子 ,None
好 哒 关注 咯 ,Happiness
谁准 看 看 删 说 ,None
中蓝 大厅 超市 需要 代购 ,None
粉丝 太 少 红 起来 ,None
a6000 套机 16 - 50 镜头 适合 拍 ,None
换成 国际版 顺畅 时间 线 推广 强迫症 福音 ,Love
温情 体来 睡 起来 想 吐 槽 ,Disgust
好玩 独自 ,None
昨晚 优依 夏 吃饭 偷偷 告诉 两个 最 喜欢 看好 加油 ,Love
需要 减肥 真爱 ,None
哈哈 一姐 王 编辑 王 编辑 师妹 生日快乐 越来越 美 哦 ,Happiness
跟团 买 一双 35 感觉 穿 大小 本来 想 买 一双 小点 ～ ,None
没关系 两周 ,Love
哈哈 下次 机会 说不定 别个 认得 ,Happiness
总部 维修中心 收到 天内会 检测 维修 寄回 ,None
喜欢 大盘鸡 ,Love
好奇 下次 随便 挑个 往里面 一送 哈油 ,Happiness
死罪 朕 暂且 饶 死 跪恩 ,None
你学 幼师 哒 杂想 考会 好考 看 抽题 运气 ,None
本事 鸟巢 开个 演唱会 装 ,Disgust
本宫 智商 动手 能力 能比 ,None
超级 喜欢 喵 星人 回家 再也 嚷嚷 看电视 ,Love
那天 樱花 杏雨 身穿 白裙 嫣然一笑 果真 美的 ,Love
快 检查 安排 ,None
s 永康 不来 干 一杯 ,None
不累 累 很快 睡着 锻炼 比较 累 ,None
20 多集 三个 挺 悲剧 霉 霉 ,None
gucci 常卖常 穿 ,None
感谢 带给 精彩 ,Love
死 女儿 我发 女儿 死人财 ,Disgust
号 估计 下午 约 ,None
搬去 旌南 大厦 机会 ,None
哈哈哈 哈哈哈 哈哈哈 坏人 ,Happiness
机会 试一下 吃 搜 美团 木有 惹 ,None
摸摸头 坚强 小土豆 ,Love
吃 腻 ,None
哦 全世界 谈恋爱 ,None
布 看着 意面 罗 老师 发 盒饭 默默地 流下 眼泪 ,Sorrow
哈哈 舍得 ,Happiness
挂 盐水 最 不好 治疗 方式 ,None
想想 好 可爱 ,Love
看 五集 真的 好看 陈凯琳 恢复 选美 时 颜值 ,Love
就择 日子 站 撸 起来 ,None
微信 加起 告诉 养 漂亮 1184085994 ,None
弹幕 完 发了 红包 ,None
口号 很 好 软软 糯 糯 q 糖放多 甜 ,Happiness
下次 105 好多 ,None
散味 几年 气死我了 ,Disgust
男人 十一点半 那片 睡 担心 睡得 晚 明天 幼儿园 老师 奖励 糖果 吃 ,None
鬼 卞 可惜 淘汰 vava ,Sorrow
那就好 身体 最 国内外 做 哈 ,Love
哈哈 门票 120 桂林 20 坑 外地人 师 大王 城 校区 转转 ,Disgust
椭圆 椭圆 煎 烂 好 ,None
疼 疼 ,None
前天 试 调料 少 臭味 少 一道 菜 ,None
最 爱 哈哈 ,Happiness
初中 特别 喜欢 是因为 爱 转角 首歌 接触 ,Love
开 骂 ! 这是 节奏 ,Sorrow
读 专科 ,None
做 船歌 墨鱼 水饺 ,None
必然 随便 吃 ,None
刚炸 吃 多久 一口气 吃 一块 ,None
注意 保暖 宅 在家 ,None
想边 看 直播 看 讲义 macbookpro 太大 黑 phone7 想 买个 平板 看 好评 忍不住 ,None
本来 眼睛 150 说 戴眼镜 会 好 很多 涨 好 一个五百 快 六百 ,Sorrow
毛线 稳 蘑菇 血量 不错 ,Love
你养 哈 ,None
咱俩 长 够 开胃 ,None
看 夜空 灿烂 ,Love
十秒 复活 ,None
赶快 给乐福 换下去 最后 两分 钟 詹姆斯 太 刻意 压 时间 攻 汤普森 八分 ,None
祝 所有 美好 相拥 ,Love
嘻嘻 某人 需要 长肉 肉 ,Happiness
好友 晚间 愉悦 哈 快乐 开心 ,Love
好 头头 头头 ,Happiness
牙 神经 再 杀 ,None
哈哈 上网 流量 ,Happiness
很 喜欢 独爱 网球 网球 很 魅力 ,Love
催 找对象 外公 边上 烦 最初 敷衍 逃离现场 ,Sorrow
说 好 几次 哼 女人 心 ,Disgust
背后 东西 却 闪耀 无比 几个 ,None
送 四字 成语 毛毛躁躁 ,None
男神 我想 问换 信封 地址 联系方式 想 再 会 负责 转发 ,None
客气 问题 欢迎 ,Love
we 厉害 咩 ,Love
评论 回复 ,None
好友 列表 里 躺 几年 说话 告诉 送 红包 我会 拉 黑 会 主动 包 ,None
爱好 整容 脸 ,Disgust
林哥 很热哈 ,None
这批 感冒 太 姑娘 中枪 孩子 喝水 ,None
馀 震 感觉 不到 ,None
太 可怕 随便 吃点 东西 四百 卡 ,Fear
素锦 角色 确实 讨好 支持 演员 ,None
网恋 宠 ,None
妈呀 两万 真贵 看 完 邮储 违约金 觉着 真 便宜 我刚 厕所 哈哈 ～ ,Happiness
有种 相见恨晚 感觉 没什么 说 共同语言 一群 真 好 bbt ,Love
厉害 你家 蛇皮 ,Disgust
看着 米国 活动 欢聚 羡慕 嫉妒 恨 ,Love
真的 很 想 意 随便 领 扯证 皆大欢喜 ,Sorrow
暖 被窝 总是 指望 世间 爱上 任何人 爱情 角度 不知 ,Happiness
vsco 色 忘啦 哈哈 好像 c ,Happiness
好 ,Happiness
罗密欧 会 回复 粉丝 评论 ,None
今晚 确实 瞓 俾人 捉 宵夜 ,None
带个 墨脱 石锅 回来 记得 扣 头上 做好 第一轮 淘汰 哈哈哈 ,Happiness
嘻嘻 49 年 感觉 ,Happiness
地盘 没见 地头蛇 伐 开心 ,Sorrow
想 问下 国内 买 很 好奇 有货 价格 谢谢 ,Happiness
长度 扎个 双 马尾 贼 萌 ,Love
超级 想 做饭吃 ,Love
主流 媒体 报 此事 ,Disgust
真的 炒 鸡 幸福 ,Love
哈哈 好 棒 一本 ,Happiness
身边 支持 陈翔 评审 看好 应该 会 冠军 淘汰 时 不可思议 ,Sorrow
姐 撑得住 好 好玩 赚 回来 ,Love
拜拜 哦 别 狂吠 野鸡 想红 谢谢 回家 吃屎 丢人现眼 东西 ,Disgust
老说 实话 ,Happiness
煮熟 福寿螺 硬 橡皮筋 咬不动 脆嫩 爽口 没熟 ,None
掩饰 ,None
发现 整个 蔫 ,None
无,None
哈哈 没见 刘伟 ,Happiness
评论 看 怪怪的 好像 没人 说 楚乔 不好 却 喷 说 楚乔 不好 ,Sorrow
坐牢 摔坏 东西 回不来 吃亏 消费者 教科书 式 老赖 黄淑芬 典型 例子 ,Disgust
吃 好 胃口 ,Love
别谦虚 这图 断 ,Sorrow
昨天 售后 网点 返厂 多久 发 回来 ,None
礼貌 女人真 恶心 说 读书 少 读书 少 面膜 没见 努力 值得尊重 一无是处 吓死人 ,Disgust
吉凶 难测 天才 会 搞定 夏天 青岛 吃海鲜 ,None
买 入门 好用 买 飞利浦 9362 ,None
几天 好 今晚 吃药 ,None
约个 屁 哈哈 有人 说 过节 淋成 狗 哈哈笑 死 ,Happiness
旅游 好 想到 最 幸福 事 朋友 旅游 ,Love
刚刚 照镜子 看 看 下眼皮 包 ,None
片头 片尾 包括 配乐 特别 经典 特别 好听 ,Love
棵 贵族 礼光 花型 这棵 有点像 紫 ,None
约束 作息 星期 会 颓废 感 身体健康 不好 ,Sorrow
有个 疑问 女 主干 农活 为啥 优雅 好看 晒 黑 ,Love
第二次 当时 天天 抱 电脑 坐题 痛苦 死 ,Sorrow
安安心心 研究 客户端 ,None
嘴 扳开 牙 呲 丑 ,Sorrow
" 好 正要 床 拉 一圈 帘子 , 先 弄 , 帮 我整  ",None
看 专访 ,None
恩 哈哈 惦记 好久 ,Happiness
感觉 细胞 充满 能量 ,None
还会 开心 老到 很多 东西 ,Sorrow
意境 里 很多 超越 空间 章子怡 饰 宫落梅 梁朝伟 饰 叶问 说 感慨万千 ,None
哈哈 戳 是非 看 地下铁 ,Happiness
回来 东西 恰 哈哈 ,Happiness
节目 老古董 惹 ! 网易 云 哈哈 ! ,Happiness
孩子 薛之谦先 说 ,Disgust
方正 3t 体验 半年 感觉 不太好 ,Disgust
修改 条发 490 转发 真没想到 ,None
别的 牛批 之处 神秘感 懂 ,None
严肃 不好 严肃 ,None
拉倒 气纯 20 秒 ,Disgust
点 稳到 「 真 爱 」 未 ,Happiness
反正 提前 通知 好 喊 ,None
轮回 梗 创意 最后 字幕 里 创意 鸣谢 ,None
喜欢 陪伴 最久 ～ ,Love
男友 力 爆棚 感觉 粗中有细 类型 外 随性 不羁 内里 温柔 ,Love
哈哈 ,Happiness
四天 帮 匹配 男朋友 ,None
很棒 很 沉重 片子 记得 当时 老先生 追述 旧事 枕头 捂 死 老夫 心里 难受 无法形容 ,Sorrow
忘记 吃 ,None
纵容 尽责 员工 他敢 踢 1000 东西 教训 下次 敢 踢 10000 东西 ,Disgust
失眠 最 悲剧 起床 闹 铃声响起 睡着 起床 穿衣 弄 好像 做 好 梦 大早 nnd ,Sorrow
哈哈 阿娟 明天 休息 ,Happiness
心存 疑虑 长得 那种 特别 那种 不像 爹 妈 当爹 憋不住 ,None
买 根 鞭子 先 ,None
想到 数学 不及格 ,None
感觉 心态 很 适合 结婚 很多 讲求 婚礼 规格 房子 车 婚后 生活 ,None
恩恩 精神 领导 ,None
愚蠢 感觉 不到 一丝 节奏感 ,Disgust
下半年 去一趟 ,None
超 社会 歌词 发出 多有 深度 ,None
爹 乖 儿子 ,Disgust
快 每次 买 一个月 到货 ,None
售后 收到 后会 日内 检测 维修 ,None
红色 ,None
实际上 三周 李豪 手是 二逼轩 ,None
亲爱 小主 如需 您 私信 提供 订单号 告知 详情 小唯为 您 核实 噢 ,None
舍不得 玩 一玩 停不下来 ,Love
亲爱 太阳 温暖 早安    ,Love
夸下 最近 中文 水平 ,Love
好 好吃 样子 ,Love
总 护士 站 暖和 开个 空调 电池 空调 成 摆设 ,None
加班 依然 电话 电话 ,None
哈哈哈哈 好 收到 ,Happiness
是因为 太帅 会 机器 炸 ,None
只恨 家乡 怀念 上学 时光 ,Sorrow
走走 走 王者 峡谷 待会 站 招里 保证 满意 ,None
站 起来 哭 活 爷们儿 ,None
别急 抛弃 放弃 精神 ,None
难 贪财 好色 本事 不行 财不多 好 色 不好 一根 筋 放不下 唉 人生 不如意 十之八九 ,Sorrow
演好 谢天谢地 ,Disgust
见过 ,None
段时间 吃 猫 粮 ,None
北京 雨品 棒 哦 麦莎 吃不上 维达 擦屁股 纸 吃不上 所谓 北京 雨品 好棒 拍拍手 ,None
估计 瘦 失眠 两年 内分泌 早就 失调 便秘 肯定 问题 试试 ,Sorrow
哈哈 理智 感性 抗衡 ,Happiness
哈哈 买 电动牙刷 会刷 干净 谢谢 建议 ,Happiness
微信 好友 玩吧 ,None
吃 豆沙 ,None
很 荣幸 为您服务 小德 您 爱 抱抱 ,Love
攒钱 漫长 过程 蛙 爱 寄 明信片 ,Sorrow
打游戏 502 ,None
睡前 ： 担心 调色 问题 伪装者 别总用 刻板 印象 理由 绑架 芒果 调色 还怕 海牧 收视 扑街 心惊胆战 ,None
洋洋 早 面粉 放多 一点 口感 滑 ,None
天啦噜 打算 拉拢 学弟 学妹 帮 考 六月份 四级 ,None
好 快 ,Sorrow
长得 越来越 ,None
太 喜欢 ,Love
仔 脑 回路 能比 ,Disgust
那句话 傻 x 争论 会 拉成 傻 x 水准 ,Disgust
谢谢 相机 需要 升级 ,Happiness
讨厌 评论 有失 偏颇 ,Disgust
楚人美 生前 挺 好看 ,Love
哈哈哈 学 哈哈哈 ,Happiness
巴黎 贝甜 超 喜欢 吃 ,Love
在野党 人数 够 / ,None
忍着 痛苦 活 ,Disgust
单位 套路 煞费苦心 ,Disgust
水 问题 咩 使食 ,None
司法 说 父母 孩子 抛弃 虐待 孩子 孩子 要养 违法 不孝 ,None
会 亲 明天 孩子 爸爸 回家 好点 有个 照应 ,None
传教士 中国 带来 文明 很多 名校 医院 创建 反过来 中国 回报 惭愧 ,Sorrow
剩 反萨德 估计 不到 ,None
暗淡 发黑 油渍 要用 擦 银布 ,None
应该 心里有数 欺骗 ,Disgust
哦 小波 没趟 酒 唉 浪费 1000 快 红包 ,Sorrow
妥妥 男友 香 最近 比较 喜欢 爱马仕 大地 ～ 大吉 岭 茶 少年 大地 成熟 大叔 ,Love
腿 粗 ,Sorrow
房地产 水分 拿掉 中国 gdp 会 掉 第三 ,None
水军 哦 ,Disgust
抢 男票 红包 ,Disgust
地方 抓 画画 ,None
滞留 机场 打雷 下雨 伤不起 ,Sorrow
卖 伸腿 瞪眼 丸 小妹妹 ,None
希望 妄想 ,None
特别 粗鲁 礼貌 女人 ,Disgust
168 段位 ,None
lawson 便当 好吃 吃 凉面 ,None
哈哈 结婚 穿 红色 ,Happiness
哈哈 花儿 谢 警察 壮观 ,Happiness
最爱大奥 哈哈哈 ,Love
责怪 文革 中 批斗 早点 多远 逻辑 偏颇 ,Disgust
小气 学妹 看 ,None
价格 优势 变焦 传统 机器 ,None
秀 恩爱 ,None
哈哈哈 哈哈 发现 亮点 ,Happiness
充满 信心 ,None
感觉 屋顶 画 会 闪 东西 凸起 好奇 哈哈 当时 净顾 吃 忘 问 ,Happiness
有时候 稳定 困难 很 坎坷 ,None
赶紧 告诉 家里 家里 先 钱 别越 拖 越 ,None
请问 点赞 懂得 迫切 得到 心情 ,None
貌似 希望 涂 头皮 ,None
文风 风趣 爱米 问题 滴 文采 轻轻松松 游记 出书 ,Love
会 想到 感性 ,None
拍照 好 自然 ,Sorrow
看 会 使 嫉妒 嫉妒 会 使 丑陋 ,Sorrow
俩 模板 ,None
甘又系 积极向上 哈哈 ,Happiness
那好 ,None
应该 男主角 ,None
学姐 不好 玩 ,None
晓雪姐 湖南 下雪 看 天气预报 说 几天 应该 会下 ,None
真心 爱情 很 美好 ,None
! 绝对 真话 ,Happiness
安 总 请安 繁体字 装 文化 安总 晚安 ,Love
一看 童年 孩子 小心 暴露 年龄 ,None
减肥 烦心事 太 ,Sorrow
好 美的 地方 ,Love
真 没差 一如既往 美丽 ,Love
图一 想 说 说 这话 为时尚早 任性 找 借口 总有一天 会 迟到 苦果 ,None
真的 土 嘤 嘤 嘤 ,Sorrow
炉石 做 导师 ,None
好 美的 女子 ,Love
拉伸 拉伸 肯定 好处 我练 完 洗澡 ,None
我能 说 大庭广众 之下 学妹 叫成 ： 大二 ,Disgust
大叔 帅 起来 演技 好 ,Love
截 m 女人 不想 撕破脸 警告 几句 制造 话题 mb ,Disgust
哪来 白痴 ,Disgust
哈是 肉 健康 健康 ,None
事实上 确实 发挥 失常 ,None
一点 偏粉 冷调 红色 我涂 抿 开 红 涂满 红 ,None
亲爱 媳妇 心里 青春 样子 最 快乐 ,Happiness
别 家里 说 家里 担心 ,None
很 值得 关注 用户 体验 改变 伤害 太大 真的 想 把手 q 用户 推 威信 ,None
很累 很 开心 ,None
哈哈 需要 多大 心脏 ,Happiness
随便 进 大学 随便 进 大学 不用 假冒 送 外卖 大学 需要 假冒 送 外卖 大学 ,None
革命 乐观主义 精神 支持 长 路 ,None
真 好 ～ 消息 ～ 只能 坐等 ,None
雷哭 宝宝 ,None
恩 舍不得 秦王 月儿 之好 ,Love
畅 动力 ,Love
美到 美 ,Happiness
专一 这倒 真的 ,Love
起码 告诉 老百姓 选择 不买 市场调节 ,None
喜欢 kkw 蠢萌 蠢萌 蓝海 子 ,Love
出错 出错 高度 肯定 做 教育部 部长 料 ,Disgust
我手 游版 荒野 哪版 ,None
吵架 人生 伤和气 好 才刚 没架 吵 乐 ,None
喜欢 ,None
好喝 试试 ,None
可不 上课 大牙 次次 偷 笑 ,Happiness
很百搭 很漂亮 很配 ,Love
刷 老淡 新造型 感觉 老版 感觉 复出 谢谢 ,Sorrow
记性 真额 哈差 刚出 房门 想不起来 干嘛 转身 忘记 事儿 ,Sorrow
明白 好 安逸 ,None
黑 做 产品 ,None
不错 泡沫 洗面奶 用腻 换 一换 第一次 他家 护肤 买 猪 油膏 反恐精英 咩 ,Love
无,None
不算 粉丝 最近 正好 看 剧 感觉 性格 挺 好 想 ,Love
没看 懂 傻 ,Disgust
哈哈哈 哈哈 小龙虾 鸡肉 卷 好吃 ,Happiness
需要 记忆体 帮 记事 告别 脑力劳动 求 出租车 银行 ,None
看 肉 份儿 点个 赞 快 p 成黄 蔫儿 菜 ,None
郭老板 员工 合适 ,None
发际 线会 整齐 羡慕 ,Love
应该 会 惊喜 哦 ,None
脑子 想 复制 几年 一字 不改 垃圾 文 ,Disgust
总是 诚实 抵御 力 ,Love
世故 虚伪 ,Disgust
没事 反正 放假 安利 东西 不好 ,None
剪 完 妈 骂 喽 骂 秃子 理发师 薄 ,Sorrow
直播 听 后来 看 视频 集锦 发现 哈哈 逗死 ,Happiness
用过 lm 高光 香槟色 波光粼粼 白菜 量 ,None
哦 结婚 求 直播 求 照片 会回 宁化 请客 ,None
欢迎 入坑 很 久 哈哈 ,Happiness
abc 代表 英语 好 ,None
正 能量 博主 关注 粉丝 元气 满满 ,Love
咁 附加条件 12 月 考要 明年 月初 先知 成绩 ,None
比能 看 签 合同 逼 逼 ,Disgust
滴 两个 狠话 不多 傻萌 傻萌 类型 ,Love
小狗子 强大 帅气 震到 忘 拍 ,None
摊手 内心 os ： 怪 咯 ” ,Sorrow
没事 貌似 最近 雪藏 ,None
喜欢 太甜 喝 奶茶 喊无糖 ,None
眼睛 女 骂 脑残 扯 性别 直男癌 ,Disgust
第一个 看 很棒 噢 下次 学学 ,Love
鸡翅 美 焖 鸡翅 ,Love
罚 口红 全 收缴 ,None
再 坐 非洲 之傲 来不及 ,None
吃 释迦 芒果 太 便宜 释迦 ,Love
喜欢 看 穿 青绿 粉红 明亮 柔媚 颜色 茉茉 家 颜色 弄 太 少女 穿着 压力 ,Love
有点烦 只能 假装 ,Sorrow
好像 成 定局 y 一扣 通用 妹子 ,None
意识 落后 可怕 ,Disgust
懒散 达 哈哈 ,Happiness
好滴 回来 电话 ,Happiness
涉及 真 学 全能 → w → 通宵 ,Love
估计 诺一上 托儿所 ,None
公务 猿 铁饭碗 新闻报道 研究生 抢 报考 环卫所 铁饭碗 挤破 头 抢 畸形 社会 畸形 时代 ,Disgust
高贵 冷艳 补课 那份 耍 开心 哦 ,Love
· · ,None
坐在 旁边 整天 诗词歌赋 讲 人生 理想 放下 手里 事情 听 讲 ,None
社会 充满 正 能量 ,Love
那种 橙红色 滤镜 看 红色 ,None
喜欢 捉妖 记 水军 s13 ,Disgust
做作业 晚上 放 笑傲江湖 ,None
自私 本性 ,Disgust
喜欢 李易峰 叫个 鬼 ,Disgust
您好 抱歉 您 带来 不好 体验 您 商品 原因 退货 ,None
甘 幸福 我过 系 singleday ,Love
小君姐 好 几天 碰上 ,None
哈哈哈 不理 神经病 另有其 ,Happiness
倒 感觉 像是 harrow wembley 餐厅 块 实在 太 郊区 ,None
感谢 麻麻 帮家 产品 支持 平常 购买 帮家 裤裤 ,Love
一半 快 截图 几天 听得 耳朵 聋 ,None
提及 思念 ,None
猫 好 修长 修长 我家 看 屁股 看不到 ,Love
